head,rel,tail
Q16654,i,P11717
Q08881,i,P62491
P27708,i,Q14155
Q15569,i,P06396
Q8N5S9,i,Q13045
Q9P2K8,i,P26038
O00418,i,P17661
Q6P5Z2,i,P35372
P06239,i,P12931
P43405,i,P51790
P08069,i,P31645
P22612,i,Q02750
Q9UQM7,i,O14786
O60285,i,Q15599
Q8N5S9,i,Q15599
Q9P286,i,Q8TEW0
Q9Y3S1,i,P17655
Q04759,i,P22681
O43781,i,Q14155
Q13153,i,Q99623
Q13177,i,P17661
P48729,i,P30050
Q9NQU5,i,P31146
Q13188,i,P62834
Q13188,i,Q14160
Q8TD19,i,Q6UVK1
Q92630,i,Q14155
Q09013,i,Q86UL8
Q9UBS0,i,P35372
Q99640,i,Q14155
P19784,i,P12830
P51955,i,P31431
Q15569,i,P62745
Q13557,i,P11717
P08631,i,P06748
P53350,i,P11233
P21127,i,P31146
P00519,i,P13861
P67870,i,O75955
Q6IQ55,i,P06748
Q9P289,i,P12830
Q9Y5S2,i,P49768
Q9NQU5,i,P62280
P43403,i,Q13393
Q13131,i,P62258
P00540,i,O43707
P22694,i,P18206
P68400,i,P12931
O75676,i,Q14155
O75385,i,P06396
Q9Y3S1,i,P04083
Q16816,i,P13498
P04626,i,P23528
Q9BUB5,i,P11717
Q06187,i,P35241
P49137,i,Q08209
Q7L7X3,i,P39019
O00418,i,P63328
P09619,i,Q05586
P53350,i,Q9BR76
P80192,i,P46783
O75676,i,Q12959
Q9P0L2,i,P11912
P31749,i,P07947
Q8TDC3,i,P48067
Q14012,i,Q9ULV4
O75582,i,P04792
P45983,i,P46783
P45985,i,O75955
O15530,i,P11021
P78368,i,O75955
Q9BUB5,i,Q9BR76
Q9NRM7,i,P62834
Q13315,i,P62917
P17612,i,Q8IY63
P31152,i,P62745
Q16539,i,Q9Y2J2
P22612,i,Q14161
P22612,i,P22681
P51812,i,P31431
P31749,i,Q8TDM6
Q92918,i,P19022
O43683,i,Q03135
Q96RR4,i,P17655
P27448,i,P13861
Q6A1A2,i,P06396
Q02750,i,Q9UJU6
Q8IV63,i,P51636
P36888,i,O75955
Q05513,i,P41743
P00533,i,P61586
Q9BYP7,i,Q9UK17
P98161,i,P17655
Q9UQ88,i,P13498
Q13177,i,P60953
P22694,i,P07737
O75914,i,Q6UVK1
Q14004,i,O00161
Q13188,i,Q9H792
O15264,i,P19022
Q13237,i,P04083
P78368,i,Q86UL8
O75116,i,P13861
O00311,i,P06748
P06239,i,Q96NW7
O60880,i,O60716
Q8IVH8,i,Q03135
P68403,i,P18206
Q6A1A2,i,P13498
O75385,i,Q8TEW0
P12830,i,P35579
Q13976,i,Q9H3Z4
A9UF07,i,P04040
P42680,i,P04083
PR:000035423,i,P31146
P19256,i,O75955
Q04863,i,Q02297
P53671,i,O60716
P52564,i,Q02750
Q8TAS1,i,P30101
Q96QT4,i,P11912
P51787,i,P0DMV8
P53355,i,P63328
P31751,i,P07947
Q13485,i,P62745
P08631,i,P19022
P42680,i,Q15599
P05412,i,Q13045
P06213,i,P42262
P54762,i,P17661
Q9NYY3,i,P27361
Q9UKE5,i,Q9BR76
O60566,i,Q9Y4G8
O95747,i,Q13418
Q15120,i,P61978
Q9H4A3,i,Q14161
Q9Y572,i,P04040
Q96QF0,i,Q02750
P20794,i,P35372
Q15831,i,P61073
A0A059VC25,i,P06396
P04637,i,P0DMV8
Q9GZZ1,i,P13861
A1X283,i,P62834
O14920,i,P12931
P09769,i,Q92974
P42685,i,Q8WXH0
P53671,i,P62745
Q53ET0,i,Q15366
A0A024R1D8,i,Q9H792
Q9Y478,i,Q8WXH0
O75385,i,P05023
Q16512,i,P60953
Q15382,i,Q15366
PR:000049999,i,Q9Y4G8
Q92831,i,Q13418
Q96QT4,i,P61978
Q13546,i,Q03135
P49023,i,P27361
PR:000003271,i,P18206
Q9UKV8,i,Q14118
O14733,i,Q14155
P15531,i,Q03135
O00444,i,P0DMV8
P37173,i,P08631
Q00534,i,P63000
P09619,i,P19022
Q13233,i,O95819
Q6PGQ7,i,Q92542
P43250,i,P07737
Q14289,i,P08473
P68431,i,Q13153
P62834,i,P08473
Q9UQB9,i,Q13153
P23458,i,P62491
O94768,i,P31146
P26927,i,P11021
PR:000015829,i,P06396
P12643,i,P11021
P24723,i,Q05209
Q09013,i,Q92974
Q9P2K8,i,P07737
Q14C86,i,P23396
Q5TCX8,i,Q16625
Q13309,i,P11021
Q99967,i,O15143
Q8N2W9,i,P46783
P42681,i,O60674
PR:000035365,i,P62280
Q9H2X6,i,O43294
O14733,i,P01116
P05111,i,P04792
O95382,i,P31146
P0DP23,i,Q8WXH0
P43403,i,Q05586
Q9Y572,i,Q14118
P15056,i,Q05209
Q3U182,i,P11021
P42345,i,P62745
P51587,i,P11717
P45973,i,Q14155
Q9UEE5,i,P11021
Q9Y272,i,P04040
O96017,i,P61073
Q14164,i,P14923
Q13257,i,P04040
Q00534,i,Q05513
Q16644,i,P27361
O00311,i,P35372
P50750,i,P41743
P45481,i,P62280
Q13526,i,Q12959
P09769,i,O15511
Q00535,i,Q9Y2I7
Q13043,i,O60716
Q7KZI7,i,O60674
O00506,i,Q14155
Q14789,i,Q02750
P53004,i,P13498
P08922,i,P06748
Q02750,i,Q9H3Z4
O95382,i,O00560
P49674,i,Q14118
Q92973,i,P17655
Q15047,i,Q06787
Q9UKC9,i,Q09470
Q86SG6,i,Q14118
Q08881,i,P61073
PR:000010165,i,P30050
Q14BN4,i,P27361
Q9H0E2,i,Q86UL8
Q64127,i,Q03135
P06241,i,Q14155
Q96QT4,i,P39019
Q9HCP0,i,P0DMV8
P54764,i,P06396
P63000,i,P31146
Q13480,i,Q01814
Q9Y5P4,i,Q13418
P22607,i,P19022
O43781,i,P61160
P09874,i,Q9BR76
P68400,i,Q92466
Q92918,i,Q12959
P14635,i,P39019
P21675,i,Q96AC1
Q15369,i,P13861
P45985,i,Q7L0J3
Q92934,i,P28482
Q9UL54,i,P31645
Q13237,i,P50570
Q92918,i,P23396
Q08881,i,P39019
O60674,i,O00560
Q9GZQ8,i,Q8WXH0
Q05516,i,P0DMV8
P49593,i,P62834
P50613,i,O15511
P35222,i,P04040
Q02750,i,P55072
P24385,i,O00560
PR:000003237,i,P05023
P07947,i,Q9Y4G8
Q9BX84,i,Q14289
Q01959,i,Q14160
A0A0S2Z3I6,i,P18206
P36897,i,P29475
PR:000025962,i,O00560
Q9Y6X2,i,Q14160
Q9P289,i,P50570
Q13177,i,Q14160
Q99759,i,P27348
Q12846,i,P56817
Q9Y6K9,i,P62745
P05549,i,P27361
Q9UM73,i,P04792
Q9NR22,i,P06396
P45985,i,P08473
P61978,i,Q15366
O75582,i,P22681
P05231,i,P62745
Q13164,i,Q14161
Q75MR0,i,Q14160
Q03135,i,P17655
Q02750,i,Q9ULZ3
P16070,i,P13498
Q96KB5,i,O75955
Q9P2K8,i,P62280
P31949,i,P17661
Q15418,i,P56945
Q15831,i,Q92542
P22392,i,P11021
P20936,i,Q03135
P05129,i,Q14254
Q13618,i,P30101
P50750,i,Q14676
P42336,i,P35579
P98161,i,P50570
Q96NX5,i,P35241
Q9NWZ3,i,P62745
Q9NZJ5,i,Q00610
P30530,i,P17936
P50613,i,Q86UL8
Q13158,i,P05023
Q9UQQ2,i,P13498
Q15759,i,Q13418
Q9BZL6,i,P31146
P30304,i,P13498
P35222,i,P35638
P43250,i,Q13418
P36402,i,P27361
P19388,i,P23396
Q14258,i,Q6UVK1
P35968,i,Q9H3Z4
P46734,i,Q7Z5H3
P53667,i,P50570
Q96EB6,i,P04792
P53004,i,Q6UVK1
Q9Y3C5,i,P28482
O15530,i,P04083
P0DPB3,i,P61978
P07947,i,P46939
PR:000029896,i,O00560
P05198,i,P17661
O00213,i,P60953
P37173,i,P30101
P34947,i,P31645
Q9Y463,i,Q05209
Q99490,i,Q14118
Q9UHD2,i,O60674
Q13555,i,P31749
P55211,i,P11717
Q6P2M8,i,Q03135
Q13105,i,P27348
P20226,i,P11912
Q6UVJ0,i,P31645
Q9H0K1,i,Q14160
O43318,i,Q13153
P60484,i,Q14118
P20591,i,P08473
O00329,i,O00560
O43318,i,P26038
O14907,i,P27348
Q15835,i,Q8WXH0
PR:000037784,i,P30050
Q9UIV1,i,P04413
P15311,i,P40855
PR:000029189,i,P27361
A0A059VC25,i,O00560
Q9H422,i,Q02750
O94804,i,Q9Y624
P21802,i,P08473
Q08209,i,Q99962
Q00987,i,P04083
P00540,i,Q13418
Q9W0V1,i,Q16625
P51451,i,O00560
P11362,i,P18206
P50613,i,P31645
P13861,i,Q03135
O43684,i,P06748
Q96SB4,i,Q02750
Q9UER7,i,P00749
Q9BXM7,i,P05023
Q93008,i,P35372
Q96BR1,i,P31645
Q05397,i,P02511
P16591,i,P04040
P42684,i,P62280
P29323,i,Q86UL8
P30153,i,P21333
Q5S007,i,P46940
Q9UEW8,i,P61978
O15264,i,P27348
P41743,i,P07948
Q9H4A3,i,P04083
Q9Y6W5,i,Q9Y4G8
P23458,i,O75581
Q01973,i,P35372
Q9NYL2,i,Q86UL8
Q9NQG6,i,Q7L0J3
Q12888,i,P15311
O95832,i,Q9UK17
P08069,i,Q7L0J3
Q09013,i,P17655
O15151,i,P62745
P18075,i,P27361
P28799,i,P61978
Q9H4B6,i,Q9H3Z4
P67775,i,O75955
P49760,i,P31146
Q96SB4,i,Q14155
P53355,i,P25054
Q16665,i,P17655
O43791,i,Q86UL8
P51449,i,Q96QB1
Q8NG31,i,P28482
P62837,i,Q03135
O43318,i,P62280
Q9UKA9,i,P06396
O75676,i,P39019
P36507,i,Q14118
Q8IWU2,i,P62745
Q8IZL9,i,O00560
Q15835,i,Q14155
Q96ST3,i,P11233
O75676,i,P23396
P35269,i,Q12846
P23443,i,Q13873
P23443,i,P30050
PR:000003197,i,P05023
Q99986,i,P23396
Q9HBH9,i,P04792
Q9UKA1,i,P40259
Q8TD08,i,Q7L0J3
P11362,i,P31146
O43293,i,O15143
Q9UJX3,i,O15511
P22607,i,P61073
O14733,i,P39019
A0A173G4P4,i,Q8TEW0
Q16539,i,Q96N67
O60885,i,O15143
P32298,i,O75955
P24864,i,P46939
Q99986,i,Q92974
Q9UKB1,i,P27361
PR:000035776,i,P06396
Q04771,i,P27361
Q96QB1,i,Q03135
P41279,i,O00161
Q14653,i,P04040
P11274,i,P35372
Q6SA08,i,P62745
PR:000000634,i,P04040
Q07157,i,Q14118
PR:000000066,i,O00560
P53778,i,Q13045
P24723,i,Q9BR76
P11802,i,Q9UMD9
Q13627,i,P29350
P10398,i,Q8TEW0
P54753,i,P54764
Q96RG2,i,P28482
O95835,i,P61073
Q9Y2H1,i,O14974
P08922,i,Q02750
Q9H0K1,i,Q8TEW0
Q5TCY1,i,P11021
Q9HCP0,i,Q13418
Q16584,i,P18206
P49336,i,P06748
P29323,i,P50570
P51451,i,Q9Y4G8
Q9UBE8,i,Q14511
P07949,i,P12814
Q13882,i,Q6UVK1
PR:000000019,i,P13498
Q9Y243,i,P61764
Q13315,i,P16284
Q16654,i,P0DMV8
PR:000029189,i,P04040
P49336,i,P01116
P45984,i,P14923
Q13627,i,P62834
P49760,i,Q15366
Q96S53,i,Q9Y4G8
P36894,i,Q86UL8
P35968,i,O00560
Q14012,i,P29350
Q13976,i,P08631
P09619,i,P08473
Q9UEW8,i,P50570
Q13882,i,O60716
Q99683,i,O00560
P04629,i,Q92974
Q96Q15,i,Q03135
P29322,i,P61978
Q9UBS0,i,P17655
Q16566,i,O75955
P78527,i,P07947
P48730,i,P14923
P49137,i,Q8TDY4
A9UF07,i,Q6UVK1
Q02779,i,P61978
Q99986,i,P08473
Q96QT4,i,Q12959
P53350,i,P17661
P53667,i,P14923
O75716,i,P04083
P53350,i,Q14451
Q2M2I8,i,P04083
P49137,i,P63328
P49759,i,P62745
P07948,i,P63104
P54646,i,Q14511
O95835,i,P17655
Q8IW41,i,Q05209
O75716,i,P28482
Q13882,i,P62258
Q9UQB9,i,P62745
P53778,i,Q15599
P21675,i,Q96QB1
Q13627,i,Q14160
Q9UPZ9,i,P62745
Q9Y5S2,i,P42262
Q16566,i,P22681
Q13237,i,O00161
P49674,i,Q14451
Q16566,i,O95819
Q13464,i,Q14289
Q9H4B4,i,P04792
PR:000026196,i,P18206
Q05397,i,Q9UJU6
P15531,i,P12814
P16234,i,Q8TEW0
P26927,i,P04792
P06213,i,P62834
P43250,i,O60716
Q16620,i,P11717
P48730,i,P00749
P35968,i,P62834
Q13043,i,Q03135
P48730,i,Q92974
P06213,i,P63104
O14757,i,Q96N67
P49841,i,Q9Y6W5
O00444,i,P04040
Q13177,i,P48067
Q2M2I8,i,P63000
P48730,i,P06748
Q9UBS0,i,P06748
Q13557,i,P05023
O15264,i,P15311
P04049,i,P62745
Q9NYL2,i,P28482
Q9Y243,i,Q7L0J3
P51812,i,Q92558
Q00526,i,P39019
A0A0S2Z3I6,i,P11717
P52564,i,Q14161
Q16512,i,Q14511
P27708,i,O75955
P29317,i,Q86UL8
Q9UIG0,i,P62280
P51451,i,P62834
Q09013,i,P11912
K9JYP4,i,P28482
P54764,i,P00533
Q86Y07,i,Q9BR76
P04049,i,P12814
Q15119,i,O75955
Q9UBS0,i,P28482
Q00526,i,O60674
P50750,i,P29350
P42680,i,P12830
P11802,i,O43707
Q9UIK4,i,P17661
Q9NRM7,i,Q14118
O75385,i,P08631
O43683,i,P62258
Q9Y6E0,i,Q6UVK1
P22455,i,Q14160
Q9BV47,i,P61978
P0C731,i,Q96S94
O94806,i,Q14155
Q02156,i,O15530
Q9NWZ3,i,P27361
Q15300,i,P46783
P51812,i,Q14315
Q96PY6,i,O00161
Q02763,i,Q13873
Q96GD4,i,P30050
Q06124,i,O43707
Q96J92,i,P18206
Q14012,i,P11717
Q99759,i,Q02750
Q9H4B4,i,Q7L0J3
P49336,i,O00161
Q9HBH9,i,P28482
Q15746,i,Q02750
Q38SD2,i,P06396
Q6P2M8,i,P05023
Q8IY84,i,Q15366
Q8IWU2,i,P40259
P52333,i,O00560
Q8WTQ7,i,P35372
Q13976,i,P49757
O94921,i,P62834
P11274,i,P13688
P52333,i,P62834
P46020,i,O75955
O14733,i,Q86UL8
P30291,i,P06396
Q86V86,i,P13498
P16591,i,O60716
PR:000029188,i,P62834
Q13627,i,P49757
Q86Z02,i,P11912
Q13043,i,P10301
Q08345,i,Q8WXH0
Q9BXM7,i,P18206
Q16620,i,Q13418
Q99640,i,Q96QB1
Q9UQ88,i,P06396
Q9BYP7,i,P41743
P49840,i,P54764
Q13557,i,P18206
Q16659,i,P62280
O75385,i,P0DMV8
Q7KZI7,i,P14923
O00444,i,O43707
Q13043,i,Q14118
O60674,i,Q14152
P12931,i,Q9Y2J2
Q8N5S9,i,P35372
Q96SB4,i,O00161
Q13418,i,P61764
Q02156,i,P49757
Q9NYV4,i,Q13873
Q9BWU1,i,Q86UL8
P29597,i,P12814
P09619,i,Q7L0J3
P04626,i,Q9Y4G8
Q04759,i,Q00610
P45983,i,Q03135
P54646,i,P35579
O00141,i,P14923
P19784,i,P11912
Q13164,i,P50570
Q6IQ55,i,P17655
Q06187,i,P60953
Q16816,i,O60716
O75914,i,Q8TEW0
Q96L34,i,Q14118
P19784,i,P39019
P00558,i,Q02750
Q96Q15,i,O00560
P27448,i,O15511
Q9NR20,i,P18206
O15111,i,P51636
Q15118,i,P22681
A0A0S2Z3I6,i,Q05209
Q8N5S9,i,P27348
P06239,i,P12830
P49841,i,P13569
Q9BWU1,i,P04083
Q9BXM7,i,Q14160
P00519,i,P15311
P21127,i,O00560
Q9H2X6,i,P10301
Q15569,i,Q8TEW0
P37173,i,Q14118
Q6P5Z2,i,P22681
Q15835,i,P35372
P16591,i,P41743
Q86V86,i,Q14118
O94804,i,P50570
Q96GD4,i,O14974
P22694,i,Q13153
Q04759,i,O00161
Q8TD19,i,Q13418
Q9NQU5,i,P30050
Q04759,i,P12830
P43405,i,Q96AC1
Q6IQ55,i,P08473
Q15569,i,P35241
Q96BR1,i,Q12959
Q8N752,i,Q02750
P05771,i,P63104
P21127,i,P62745
Q99558,i,P08631
Q9BTU6,i,Q9Y4I1
P78527,i,P13861
P41240,i,P27824
P05771,i,Q05655
Q08881,i,P11021
Q9BUB5,i,P10301
PR:000003057,i,P46783
Q99986,i,P04792
Q9NYY3,i,P35579
Q8TDX7,i,Q86UL8
Q16644,i,P06396
Q9Y3S1,i,P61978
O14730,i,P0DMV8
Q9HC98,i,P30101
Q16816,i,Q03135
Q9UHD2,i,Q8WXH0
Q16659,i,Q03135
Q9NQU5,i,P46939
Q7L7X3,i,Q86UL8
P31749,i,Q5S007
P27361,i,Q96NW7
Q6IQ55,i,P11912
O95747,i,Q9Y4G8
Q96QT4,i,Q02750
P42338,i,P23396
O00141,i,P27348
Q9NYV4,i,P62745
Q15349,i,P46783
Q16566,i,Q96QB1
P05129,i,P17655
P29317,i,Q9UQB8
P31749,i,P33151
P31152,i,Q05209
P22612,i,P15311
P31152,i,P05023
Q13535,i,Q16513
Q16584,i,P05023
P06493,i,Q92466
Q9P286,i,P05023
P27361,i,P38159
Q9HC98,i,P62280
P31749,i,Q92686
P45983,i,P29350
P19784,i,Q14161
P22612,i,P04792
Q9BWU1,i,P28482
Q9UQ88,i,Q13418
O15530,i,P46821
Q14004,i,P54764
Q9Y2H1,i,P35579
Q16665,i,Q96T23
P19838,i,P18206
O15379,i,Q8WXH0
P17096,i,Q92900
P49840,i,Q13177
P11309,i,Q05209
P61586,i,P78352
Q8IVT5,i,P17655
P50613,i,Q15555
PR:000035423,i,Q03135
O75116,i,P20339
Q8TDC3,i,Q13418
P98077,i,Q6UVK1
P42681,i,P28482
Q08881,i,P28482
P78362,i,P00749
P16591,i,P08172
Q04912,i,Q02297
P43403,i,P48167
O43521,i,P06396
P24723,i,Q96N67
P08631,i,Q8WXH0
PR:000003271,i,P62834
O15111,i,Q9UQB8
P51787,i,Q03135
P08581,i,O14786
P62993,i,P17931
A0A059VC25,i,Q9H3Z4
Q9H081,i,P30101
Q8C669,i,Q14155
P53671,i,P0DMV8
Q6A1A2,i,O60716
P10275,i,Q8WXH0
Q9Y2I7,i,P31146
PR:000010165,i,P11717
Q13976,i,Q05209
Q92973,i,P31645
PR:000044507,i,Q14511
O14777,i,O60716
O95819,i,P07355
Q13586,i,P15311
Q9NYY3,i,P08631
P23458,i,Q13393
PR:000007204,i,P18206
P20749,i,Q02750
P98161,i,Q8WXH0
P50613,i,P98082
O95382,i,Q8TEW0
O14907,i,Q86UL8
P11021,i,P27824
P51817,i,Q6UVK1
P19525,i,P13861
Q3U182,i,P61978
P30530,i,Q13253
Q7Z406,i,P21333
Q8N2W9,i,P27361
P21675,i,P39019
P08631,i,P11912
O00560,i,P61978
Q13557,i,P31431
P11473,i,P13861
P11362,i,Q9BR76
Q9P0X4,i,P27361
P42336,i,Q9Y4G8
P12643,i,P04083
O43318,i,Q8TEW0
P46940,i,P20339
Q15369,i,Q96QB1
P46937,i,P22681
O14733,i,P22681
Q15139,i,P12830
A0A024R1D8,i,P0DMV8
PR:000049999,i,P04040
P54753,i,Q02750
O60563,i,P62280
P01116,i,P31146
Q13618,i,P26038
Q13233,i,P19022
P20248,i,Q13177
Q86VP3,i,Q9Y4G8
Q9H0K1,i,P27361
P00540,i,P06396
Q9UBJ2,i,P26038
Q02750,i,P05023
Q13554,i,P23396
O43474,i,Q15691
A1X283,i,O00560
P50750,i,P30050
Q13627,i,Q6UVK1
P09619,i,P61073
Q96ST3,i,P62280
PR:000037513,i,P0DMV8
P55209,i,P04040
Q99683,i,P62834
P55211,i,P62745
Q86V86,i,P31146
Q05655,i,Q14155
Q15172,i,P21333
P20591,i,P51809
Q9NYY3,i,P06396
P16591,i,Q13418
Q14573,i,P30101
P36897,i,Q99623
P36888,i,Q02750
Q15835,i,P11912
Q969H0,i,P30101
P43250,i,P46783
O60716,i,P14923
Q9NUX5,i,P06396
O00311,i,Q14155
P42858,i,P11021
P30291,i,Q2M1Z3
P36507,i,P49768
O95835,i,Q02750
Q9UL54,i,Q16625
P01106,i,P07947
O43353,i,P17655
PR:000007902,i,Q03135
Q07813,i,P15311
P15692,i,P06702
Q8N752,i,Q14155
Q9UKA1,i,P04040
Q8IW41,i,Q13418
Q02750,i,O75912
Q15303,i,O43707
Q8TEW0,i,P19022
P50402,i,P11021
Q9Y572,i,P11717
Q15013,i,P05023
Q53HL2,i,P62745
Q13158,i,P31431
Q9NWZ3,i,Q6UVK1
Q07812,i,P31949
P54760,i,P35372
P41279,i,Q12959
O00238,i,P62834
Q9UK32,i,P06748
P53667,i,P11912
P04629,i,P11021
P09619,i,P17655
Q9UDY2,i,Q96NW7
P08670,i,O15511
P18075,i,Q13418
P00540,i,P62745
PR:000000164,i,P27361
Q9Y6X2,i,P18206
P36896,i,P0DMV8
Q15831,i,P15311
Q9GZY8,i,P31645
PR:000025962,i,P06396
P54764,i,P56817
Q15139,i,P16070
PR:000026189,i,Q14160
P42345,i,P63104
P20936,i,P62745
Q9Y5S2,i,Q13153
Q13546,i,Q13418
Q9BVJ7,i,P04083
Q9BXA7,i,P62745
Q13153,i,P46821
Q86VP6,i,P62834
P41159,i,P28482
Q75MR0,i,P06396
P16591,i,P62745
Q9Y297,i,P15311
P09769,i,P31645
O00506,i,Q8WXH0
P23458,i,Q96NW7
Q5TCY1,i,P22681
P22736,i,O15143
Q96KB5,i,P13861
Q15831,i,P22681
Q15349,i,Q9BR76
Q13557,i,Q14511
P27348,i,P18206
P05106,i,P48067
B4DS64,i,P05023
P31949,i,P48067
P62837,i,P35241
Q9UKC9,i,Q12846
P53778,i,Q9Y6W5
P50613,i,P13861
A9UF07,i,Q14160
P22455,i,P30101
P42338,i,P28482
O14638,i,Q86UL8
P20794,i,P11021
Q683Z8,i,Q9Y4G8
Q14676,i,P28482
P49593,i,P31146
Q61337,i,P62745
P49841,i,P42566
Q05397,i,P63101
P53667,i,P35372
Q9UIK4,i,Q9H3Z4
P14635,i,Q02297
Q96GD4,i,P41743
PR:000029896,i,P27361
P04626,i,O43707
O75116,i,P12931
Q5VT25,i,Q9UQB3
P20871,i,O95238
Q9Y478,i,P06748
P51813,i,P26038
P01375,i,P04083
P67870,i,P19022
Q14789,i,Q8WX93
Q13043,i,Q15366
O43683,i,P31146
Q13418,i,P14923
PR:000003057,i,Q14160
O00329,i,P18206
P38398,i,P04040
P32780,i,P00749
Q02763,i,P18206
P27448,i,P50570
PR:000002696,i,P11717
P49840,i,P51809
P18031,i,Q05209
Q96EB6,i,P14923
Q7Z434,i,P50281
O43791,i,Q8WXH0
O14733,i,P61073
P35916,i,P04040
Q9H422,i,P19022
Q16254,i,P04040
P32927,i,P11912
P28799,i,P17655
P29597,i,P13498
Q15831,i,Q16625
P33981,i,P35372
P13861,i,P04040
Q9NRM7,i,P13498
Q8N165,i,Q8TDY4
Q9D666,i,P08670
Q9Y243,i,P04083
O94855,i,P17655
P53778,i,P00749
Q16832,i,P07355
P61978,i,Q9ULZ3
P49959,i,P41743
Q8TDC3,i,P00533
P33981,i,P39019
P57059,i,Q8TEW0
O15264,i,P13861
Q5VT25,i,P61978
P38936,i,P28482
P49023,i,Q14118
P45985,i,O15511
Q13485,i,P46783
Q01973,i,Q86UL8
P37173,i,P62745
O95832,i,P42262
P14373,i,P0DMV8
Q99490,i,P41743
Q53HL2,i,Q9Y4G8
Q9H1R3,i,P27361
P05129,i,P07948
Q9HBY8,i,Q96N67
P28288,i,P35579
P49760,i,P62280
Q9Y272,i,P27361
P06400,i,P31431
Q9H2G2,i,P30101
Q9GZZ1,i,P22681
P33981,i,O00161
O60716,i,Q12959
O00141,i,Q12846
P20226,i,Q16832
Q9UM73,i,Q7L0J3
Q13555,i,P46783
P36896,i,P11717
P52333,i,O60716
Q96D31,i,Q03135
P32780,i,P04083
Q5VWQ8,i,Q9UJU6
Q15759,i,O14974
Q9UEW8,i,Q7L0J3
P78527,i,P16070
A0A173G4P4,i,Q8TDY4
Q9NYP9,i,P35372
Q15835,i,Q86UL8
P35269,i,P61978
P05549,i,Q15366
P16949,i,Q12959
Q9UBU9,i,Q7Z5H3
O43293,i,P31146
P29353,i,Q9Y4G8
Q14BN4,i,Q14118
O95819,i,P04040
P24723,i,Q03135
Q13627,i,P30050
P08047,i,Q02750
P29597,i,P62258
Q99986,i,Q16625
P08100,i,Q16625
Q62101,i,Q12846
PR:000035776,i,P05023
P38398,i,Q03135
Q9H093,i,Q03135
P11274,i,P19022
Q6SA08,i,P13498
Q9Y5S8,i,Q9Y4G8
P35916,i,P40259
P10398,i,P62745
O60674,i,P11274
Q99683,i,Q9Y4G8
Q9Y2H1,i,P18206
Q13523,i,P63104
Q9NR20,i,Q8TEW0
O76039,i,O60674
P31323,i,P31645
P41279,i,P50570
P05129,i,Q07157
Q9NYY3,i,P11717
P49841,i,P13861
Q07912,i,Q13153
PR:000000019,i,P62745
Q9Y243,i,P19022
Q16654,i,Q9BR76
PR:000029189,i,P52799
P35626,i,P18206
P45984,i,P51636
Q2M2I8,i,P19022
P49760,i,P31431
Q86V86,i,P06396
P29317,i,Q96NW7
P98161,i,Q86UL8
A9UF07,i,P62280
P36894,i,P15311
Q9Y243,i,P11912
P53779,i,Q14451
PR:000029188,i,P27361
P04629,i,P35372
O96017,i,P11912
P29322,i,P28482
O94768,i,P13498
Q05397,i,P62834
Q8IXL6,i,P23528
P33981,i,P63000
O14965,i,P39019
Q02156,i,P00523
P08581,i,P61073
Q99986,i,P04083
P53667,i,P17655
P49759,i,P62258
O75116,i,O15511
O95835,i,P04083
P07947,i,Q14118
Q16566,i,O60674
O75716,i,P35372
P34947,i,P00749
Q9UQB9,i,Q03135
Q9H3Y6,i,P61978
Q14012,i,P63328
P21675,i,P84098
Q9Y5S2,i,P18206
Q13237,i,Q7L0J3
Q13557,i,Q6UVK1
P22694,i,Q6UVK1
P52333,i,Q6UVK1
O94804,i,Q86UL8
P22607,i,P31645
P16234,i,Q13418
P26927,i,P13861
P00533,i,P61073
Q9P1W9,i,P06748
PR:000003271,i,Q14160
Q16620,i,P12814
P51617,i,Q15366
P35968,i,P48067
Q13976,i,P00523
Q13043,i,Q9BR76
Q15118,i,Q14161
P05771,i,P25054
Q16659,i,Q14118
P11362,i,P63104
O15264,i,Q15599
Q9Y243,i,P39019
Q13557,i,Q14289
A0A0S2Z3I6,i,Q14511
P27708,i,P50281
P22607,i,P08473
P29597,i,P41743
Q9UBE8,i,Q14847
P07333,i,P08473
Q86Y07,i,P62745
Q15119,i,P28482
Q13177,i,P29350
P57059,i,P13498
Q9P289,i,Q02750
Q9Y6E0,i,O60716
P49137,i,P23458
P49674,i,Q14847
P22455,i,P62834
Q9BV47,i,P12830
P0C731,i,P16401
O94806,i,Q16625
Q8IWQ3,i,P40259
Q05655,i,P36507
P14618,i,P31146
P21980,i,P11274
P45984,i,P12931
Q06187,i,P11233
Q02779,i,P17655
Q6P2M8,i,Q14511
Q05513,i,P11137
Q96PY6,i,Q02750
O96013,i,P31146
O60674,i,Q14289
Q02763,i,P05023
Q5S007,i,P12814
O43781,i,P28482
Q99759,i,Q12959
Q9Y478,i,Q12959
P06213,i,P78352
Q9HBH9,i,P17655
P00519,i,P51809
O75582,i,P62841
Q15746,i,Q12959
Q8NG66,i,P04083
Q8IY84,i,Q14118
Q9H2G2,i,P0DMV8
P00533,i,O60674
Q15118,i,Q86UL8
P46020,i,P26010
Q96NX5,i,Q9H3Z4
Q13188,i,P38646
P06493,i,Q9Y2J4
Q8N5S9,i,Q16625
P49841,i,O14786
Q96S44,i,P62745
P10398,i,Q9Y4G8
Q13315,i,P16070
O14757,i,Q14847
Q8IWQ3,i,P30101
Q9NYV4,i,Q03135
Q8IVT5,i,Q92542
Q86Z02,i,P04083
